X1,X2,X3,X4,Y
936.3172063622154,1213.5139945260287,1288.276478135961,1522.847520110156,1790.8711638487327
1213.5139945260287,1288.276478135961,1522.847520110156,1790.8711638487327,1706.3316978690582
1288.276478135961,1522.847520110156,1790.8711638487327,1706.3316978690582,1680.2583200768975
1522.847520110156,1790.8711638487327,1706.3316978690582,1680.2583200768975,1615.1129567021162
1790.8711638487327,1706.3316978690582,1680.2583200768975,1615.1129567021162,1632.2761376210337
1706.3316978690582,1680.2583200768975,1615.1129567021162,1632.2761376210337,2226.6697752268183
1680.2583200768975,1615.1129567021162,1632.2761376210337,2226.6697752268183,1947.4072027170441
1615.1129567021162,1632.2761376210337,2226.6697752268183,1947.4072027170441,1864.454081311638
1632.2761376210337,2226.6697752268183,1947.4072027170441,1864.454081311638,1783.0102981109283
2226.6697752268183,1947.4072027170441,1864.454081311638,1783.0102981109283,1574.4306892796858
1947.4072027170441,1864.454081311638,1783.0102981109283,1574.4306892796858,1534.2957313207721
1864.454081311638,1783.0102981109283,1574.4306892796858,1534.2957313207721,2022.373421759289
1783.0102981109283,1574.4306892796858,1534.2957313207721,2022.373421759289,1685.1430114437787
1574.4306892796858,1534.2957313207721,2022.373421759289,1685.1430114437787,1213.8366008557548
1534.2957313207721,2022.373421759289,1685.1430114437787,1213.8366008557548,1018.1230504869307
2022.373421759289,1685.1430114437787,1213.8366008557548,1018.1230504869307,888.2983526527735
1685.1430114437787,1213.8366008557548,1018.1230504869307,888.2983526527735,877.231045305709
1213.8366008557548,1018.1230504869307,888.2983526527735,877.231045305709,825.6211856759819
1018.1230504869307,888.2983526527735,877.231045305709,825.6211856759819,732.0148187578818
888.2983526527735,877.231045305709,825.6211856759819,732.0148187578818,796.0569559636908
877.231045305709,825.6211856759819,732.0148187578818,796.0569559636908,1065.563339116146
825.6211856759819,732.0148187578818,796.0569559636908,1065.563339116146,1028.0917542786792
732.0148187578818,796.0569559636908,1065.563339116146,1028.0917542786792,1264.1763800392496
796.0569559636908,1065.563339116146,1028.0917542786792,1264.1763800392496,1486.323537179434
1065.563339116146,1028.0917542786792,1264.1763800392496,1486.323537179434,1643.5189359168048
1028.0917542786792,1264.1763800392496,1486.323537179434,1643.5189359168048,1705.0325701413076
1264.1763800392496,1486.323537179434,1643.5189359168048,1705.0325701413076,1841.5975062116768
1486.323537179434,1643.5189359168048,1705.0325701413076,1841.5975062116768,2142.079478274128
1643.5189359168048,1705.0325701413076,1841.5975062116768,2142.079478274128,1998.0558207773856
1705.0325701413076,1841.5975062116768,2142.079478274128,1998.0558207773856,1941.2329148791666
1841.5975062116768,2142.079478274128,1998.0558207773856,1941.2329148791666,2307.889650863988
2142.079478274128,1998.0558207773856,1941.2329148791666,2307.889650863988,2163.693466347063
1998.0558207773856,1941.2329148791666,2307.889650863988,2163.693466347063,2301.970571799397
1941.2329148791666,2307.889650863988,2163.693466347063,2301.970571799397,2096.8381829764694
2307.889650863988,2163.693466347063,2301.970571799397,2096.8381829764694,1930.2262232471394
2163.693466347063,2301.970571799397,2096.8381829764694,1930.2262232471394,1883.5164519101888
2301.970571799397,2096.8381829764694,1930.2262232471394,1883.5164519101888,1607.809162040385
2096.8381829764694,1930.2262232471394,1883.5164519101888,1607.809162040385,1438.8147201006382
1930.2262232471394,1883.5164519101888,1607.809162040385,1438.8147201006382,1202.885109187943
1883.5164519101888,1607.809162040385,1438.8147201006382,1202.885109187943,1217.1611994039367
1607.809162040385,1438.8147201006382,1202.885109187943,1217.1611994039367,1086.4306081735992
1438.8147201006382,1202.885109187943,1217.1611994039367,1086.4306081735992,1042.2440730347196
1202.885109187943,1217.1611994039367,1086.4306081735992,1042.2440730347196,1012.6634823420563
1217.1611994039367,1086.4306081735992,1042.2440730347196,1012.6634823420563,1189.8284029439897
1086.4306081735992,1042.2440730347196,1012.6634823420563,1189.8284029439897,1720.216858816233
1042.2440730347196,1012.6634823420563,1189.8284029439897,1720.216858816233,2395.305368189518
1012.6634823420563,1189.8284029439897,1720.216858816233,2395.305368189518,2652.1354724908533
1189.8284029439897,1720.216858816233,2395.305368189518,2652.1354724908533,3288.190940867239
1720.216858816233,2395.305368189518,2652.1354724908533,3288.190940867239,3063.703598394038
2395.305368189518,2652.1354724908533,3288.190940867239,3063.703598394038,3227.4505229532983
2652.1354724908533,3288.190940867239,3063.703598394038,3227.4505229532983,3136.579753312926
3288.190940867239,3063.703598394038,3227.4505229532983,3136.579753312926,3150.6058977341945
3063.703598394038,3227.4505229532983,3136.579753312926,3150.6058977341945,3286.6084923226313
3227.4505229532983,3136.579753312926,3150.6058977341945,3286.6084923226313,3375.2120216389526
3136.579753312926,3150.6058977341945,3286.6084923226313,3375.2120216389526,2848.3484610841683
3150.6058977341945,3286.6084923226313,3375.2120216389526,2848.3484610841683,2788.6527207414356
3286.6084923226313,3375.2120216389526,2848.3484610841683,2788.6527207414356,2993.19443846128
3375.2120216389526,2848.3484610841683,2788.6527207414356,2993.19443846128,2377.3761695363005
2848.3484610841683,2788.6527207414356,2993.19443846128,2377.3761695363005,2457.0797501843354
2788.6527207414356,2993.19443846128,2377.3761695363005,2457.0797501843354,2033.9546002771144
2993.19443846128,2377.3761695363005,2457.0797501843354,2033.9546002771144,1940.3141029068947
2377.3761695363005,2457.0797501843354,2033.9546002771144,1940.3141029068947,1735.348954584059
2457.0797501843354,2033.9546002771144,1940.3141029068947,1735.348954584059,1494.056325349704
2033.9546002771144,1940.3141029068947,1735.348954584059,1494.056325349704,1297.2533965255247
1940.3141029068947,1735.348954584059,1494.056325349704,1297.2533965255247,1142.0026780720405
1735.348954584059,1494.056325349704,1297.2533965255247,1142.0026780720405,1018.2814461930093
1494.056325349704,1297.2533965255247,1142.0026780720405,1018.2814461930093,1194.3172930016717
1297.2533965255247,1142.0026780720405,1018.2814461930093,1194.3172930016717,1307.5133870400396
1142.0026780720405,1018.2814461930093,1194.3172930016717,1307.5133870400396,1945.0274984227003
1018.2814461930093,1194.3172930016717,1307.5133870400396,1945.0274984227003,3032.81455635153
1194.3172930016717,1307.5133870400396,1945.0274984227003,3032.81455635153,3055.639526314665
1307.5133870400396,1945.0274984227003,3032.81455635153,3055.639526314665,3838.558544795991
1945.0274984227003,3032.81455635153,3055.639526314665,3838.558544795991,3350.171378337881
3032.81455635153,3055.639526314665,3838.558544795991,3350.171378337881,3419.1975713935
3055.639526314665,3838.558544795991,3350.171378337881,3419.1975713935,3223.377487333249
3838.558544795991,3350.171378337881,3419.1975713935,3223.377487333249,4015.730225358915
3350.171378337881,3419.1975713935,3223.377487333249,4015.730225358915,3510.314783713359
3419.1975713935,3223.377487333249,4015.730225358915,3510.314783713359,3408.596715278951
3223.377487333249,4015.730225358915,3510.314783713359,3408.596715278951,2910.907454194724
4015.730225358915,3510.314783713359,3408.596715278951,2910.907454194724,2685.8533387792213
3510.314783713359,3408.596715278951,2910.907454194724,2685.8533387792213,2526.4505717492434
3408.596715278951,2910.907454194724,2685.8533387792213,2526.4505717492434,2428.174329734566
2910.907454194724,2685.8533387792213,2526.4505717492434,2428.174329734566,2149.9481042115713
2685.8533387792213,2526.4505717492434,2428.174329734566,2149.9481042115713,2513.762468557114
2526.4505717492434,2428.174329734566,2149.9481042115713,2513.762468557114,2175.649146350881
2428.174329734566,2149.9481042115713,2513.762468557114,2175.649146350881,1992.4904324046793
2149.9481042115713,2513.762468557114,2175.649146350881,1992.4904324046793,1702.5272138054668
2513.762468557114,2175.649146350881,1992.4904324046793,1702.5272138054668,1584.554844649083
2175.649146350881,1992.4904324046793,1702.5272138054668,1584.554844649083,1420.643620793868
1992.4904324046793,1702.5272138054668,1584.554844649083,1420.643620793868,1229.3896594960424
1702.5272138054668,1584.554844649083,1420.643620793868,1229.3896594960424,1252.3720682621079
1584.554844649083,1420.643620793868,1229.3896594960424,1252.3720682621079,1576.7641186143505
1420.643620793868,1229.3896594960424,1252.3720682621079,1576.7641186143505,2164.5286885749183
1229.3896594960424,1252.3720682621079,1576.7641186143505,2164.5286885749183,3107.731551331406
1252.3720682621079,1576.7641186143505,2164.5286885749183,3107.731551331406,3285.5904585539706
1576.7641186143505,2164.5286885749183,3107.731551331406,3285.5904585539706,3590.3283030721377
2164.5286885749183,3107.731551331406,3285.5904585539706,3590.3283030721377,3531.969129303382
3107.731551331406,3285.5904585539706,3590.3283030721377,3531.969129303382,3576.4971602548867
3285.5904585539706,3590.3283030721377,3531.969129303382,3576.4971602548867,3509.9044330784245
3590.3283030721377,3531.969129303382,3576.4971602548867,3509.9044330784245,4555.9884381977845
3531.969129303382,3576.4971602548867,3509.9044330784245,4555.9884381977845,3827.697514757689
3576.4971602548867,3509.9044330784245,4555.9884381977845,3827.697514757689,3960.2018557864276
3509.9044330784245,4555.9884381977845,3827.697514757689,3960.2018557864276,3254.430643836199
4555.9884381977845,3827.697514757689,3960.2018557864276,3254.430643836199,3085.166572028211
3827.697514757689,3960.2018557864276,3254.430643836199,3085.166572028211,2811.9358438731315
3960.2018557864276,3254.430643836199,3085.166572028211,2811.9358438731315,2280.051027299133
3254.430643836199,3085.166572028211,2811.9358438731315,2280.051027299133,2414.211826713225
3085.166572028211,2811.9358438731315,2280.051027299133,2414.211826713225,2495.2071512102384
2811.9358438731315,2280.051027299133,2414.211826713225,2495.2071512102384,2065.2122977524423
2280.051027299133,2414.211826713225,2495.2071512102384,2065.2122977524423,1916.599234547275
2414.211826713225,2495.2071512102384,2065.2122977524423,1916.599234547275,1375.004726278946
2495.2071512102384,2065.2122977524423,1916.599234547275,1375.004726278946,1171.5373562818402
2065.2122977524423,1916.599234547275,1375.004726278946,1171.5373562818402,1061.076564144227
1916.599234547275,1375.004726278946,1171.5373562818402,1061.076564144227,1044.5297600046306
1375.004726278946,1171.5373562818402,1061.076564144227,1044.5297600046306,1015.3363017762723
1171.5373562818402,1061.076564144227,1044.5297600046306,1015.3363017762723,1192.9447361122184
1061.076564144227,1044.5297600046306,1015.3363017762723,1192.9447361122184,1960.597239502772
1044.5297600046306,1015.3363017762723,1192.9447361122184,1960.597239502772,3043.526716218099
1015.3363017762723,1192.9447361122184,1960.597239502772,3043.526716218099,4787.811523946866
1192.9447361122184,1960.597239502772,3043.526716218099,4787.811523946866,4471.268017946922
1960.597239502772,3043.526716218099,4787.811523946866,4471.268017946922,4389.298292038236
3043.526716218099,4787.811523946866,4471.268017946922,4389.298292038236,3739.506268521296
4787.811523946866,4471.268017946922,4389.298292038236,3739.506268521296,3376.7691422560943
4471.268017946922,4389.298292038236,3739.506268521296,3376.7691422560943,3640.483828241896
4389.298292038236,3739.506268521296,3376.7691422560943,3640.483828241896,3539.72756804661
3739.506268521296,3376.7691422560943,3640.483828241896,3539.72756804661,3578.6415607434806
3376.7691422560943,3640.483828241896,3539.72756804661,3578.6415607434806,3072.083367803275
3640.483828241896,3539.72756804661,3578.6415607434806,3072.083367803275,2924.6853122209795
3539.72756804661,3578.6415607434806,3072.083367803275,2924.6853122209795,2803.4250928911815
3578.6415607434806,3072.083367803275,2924.6853122209795,2803.4250928911815,2729.502579391049
3072.083367803275,2924.6853122209795,2803.4250928911815,2729.502579391049,2491.869251105714
2924.6853122209795,2803.4250928911815,2729.502579391049,2491.869251105714,2148.1505388503006
2803.4250928911815,2729.502579391049,2491.869251105714,2148.1505388503006,2234.044426743139
2729.502579391049,2491.869251105714,2148.1505388503006,2234.044426743139,1852.5312600530801
2491.869251105714,2148.1505388503006,2234.044426743139,1852.5312600530801,1858.8596017622913
2148.1505388503006,2234.044426743139,1852.5312600530801,1858.8596017622913,1556.7711621928272
2234.044426743139,1852.5312600530801,1858.8596017622913,1556.7711621928272,1329.1956896444924
1852.5312600530801,1858.8596017622913,1556.7711621928272,1329.1956896444924,1191.006766714247
1858.8596017622913,1556.7711621928272,1329.1956896444924,1191.006766714247,1116.0761648616303
1556.7711621928272,1329.1956896444924,1191.006766714247,1116.0761648616303,1296.0019866528667
1329.1956896444924,1191.006766714247,1116.0761648616303,1296.0019866528667,2252.677750973857
1191.006766714247,1116.0761648616303,1296.0019866528667,2252.677750973857,3638.572507172714
1116.0761648616303,1296.0019866528667,2252.677750973857,3638.572507172714,3594.5402545691027
1296.0019866528667,2252.677750973857,3638.572507172714,3594.5402545691027,3796.444219612652
2252.677750973857,3638.572507172714,3594.5402545691027,3796.444219612652,3653.008547232252
3638.572507172714,3594.5402545691027,3796.444219612652,3653.008547232252,3633.4065659259036
3594.5402545691027,3796.444219612652,3653.008547232252,3633.4065659259036,3578.6795145766373
3796.444219612652,3653.008547232252,3633.4065659259036,3578.6795145766373,3788.7087972433915
3653.008547232252,3633.4065659259036,3578.6795145766373,3788.7087972433915,3653.8959071446543
3633.4065659259036,3578.6795145766373,3788.7087972433915,3653.8959071446543,3444.608105485608
3578.6795145766373,3788.7087972433915,3653.8959071446543,3444.608105485608,3078.3449974939795
3788.7087972433915,3653.8959071446543,3444.608105485608,3078.3449974939795,2888.4129509756685
3653.8959071446543,3444.608105485608,3078.3449974939795,2888.4129509756685,2710.1797078588
3444.608105485608,3078.3449974939795,2888.4129509756685,2710.1797078588,2363.7304384149593
3078.3449974939795,2888.4129509756685,2710.1797078588,2363.7304384149593,2266.2006835895404
2888.4129509756685,2710.1797078588,2363.7304384149593,2266.2006835895404,2118.7933508709298
2710.1797078588,2363.7304384149593,2266.2006835895404,2118.7933508709298,2088.818135574099
2363.7304384149593,2266.2006835895404,2118.7933508709298,2088.818135574099,1903.076340419775
2266.2006835895404,2118.7933508709298,2088.818135574099,1903.076340419775,1521.7041812323541
2118.7933508709298,2088.818135574099,1903.076340419775,1521.7041812323541,1369.294143142066
2088.818135574099,1903.076340419775,1521.7041812323541,1369.294143142066,1332.225653353252
1903.076340419775,1521.7041812323541,1369.294143142066,1332.225653353252,1164.1067031504786
1521.7041812323541,1369.294143142066,1332.225653353252,1164.1067031504786,1108.5909079520777
1369.294143142066,1332.225653353252,1164.1067031504786,1108.5909079520777,1128.6865788708212
1332.225653353252,1164.1067031504786,1108.5909079520777,1128.6865788708212,1569.9607798774937
1164.1067031504786,1108.5909079520777,1128.6865788708212,1569.9607798774937,1820.1692684282277
1108.5909079520777,1128.6865788708212,1569.9607798774937,1820.1692684282277,2216.035389046896
1128.6865788708212,1569.9607798774937,1820.1692684282277,2216.035389046896,2663.1367990800973
1569.9607798774937,1820.1692684282277,2216.035389046896,2663.1367990800973,2603.5348954370684
1820.1692684282277,2216.035389046896,2663.1367990800973,2603.5348954370684,2732.2982080236857
2216.035389046896,2663.1367990800973,2603.5348954370684,2732.2982080236857,2780.7983620479226
2663.1367990800973,2603.5348954370684,2732.2982080236857,2780.7983620479226,2447.664173441363
2603.5348954370684,2732.2982080236857,2780.7983620479226,2447.664173441363,2393.9908545433036
2732.2982080236857,2780.7983620479226,2447.664173441363,2393.9908545433036,2582.6019900539277
2780.7983620479226,2447.664173441363,2393.9908545433036,2582.6019900539277,2658.3303445121715
2447.664173441363,2393.9908545433036,2582.6019900539277,2658.3303445121715,2937.6409561368573
2393.9908545433036,2582.6019900539277,2658.3303445121715,2937.6409561368573,2553.392820703165
2582.6019900539277,2658.3303445121715,2937.6409561368573,2553.392820703165,2398.3859946302414
2658.3303445121715,2937.6409561368573,2553.392820703165,2398.3859946302414,2373.5803145257582
2937.6409561368573,2553.392820703165,2398.3859946302414,2373.5803145257582,2456.5218550143068
2553.392820703165,2398.3859946302414,2373.5803145257582,2456.5218550143068,2238.8770871403385
2398.3859946302414,2373.5803145257582,2456.5218550143068,2238.8770871403385,1588.7939603218322
2373.5803145257582,2456.5218550143068,2238.8770871403385,1588.7939603218322,1507.5280615485067
2456.5218550143068,2238.8770871403385,1588.7939603218322,1507.5280615485067,1325.6026269648398
2238.8770871403385,1588.7939603218322,1507.5280615485067,1325.6026269648398,1161.2055663718597
1588.7939603218322,1507.5280615485067,1325.6026269648398,1161.2055663718597,1006.9092267984784
1507.5280615485067,1325.6026269648398,1161.2055663718597,1006.9092267984784,913.3857157241421
1325.6026269648398,1161.2055663718597,1006.9092267984784,913.3857157241421,1034.4657560679232
1161.2055663718597,1006.9092267984784,913.3857157241421,1034.4657560679232,1227.9319429250857
1006.9092267984784,913.3857157241421,1034.4657560679232,1227.9319429250857,1493.6889956547348
913.3857157241421,1034.4657560679232,1227.9319429250857,1493.6889956547348,1726.120249929438
1034.4657560679232,1227.9319429250857,1493.6889956547348,1726.120249929438,1723.558349231667
1227.9319429250857,1493.6889956547348,1726.120249929438,1723.558349231667,2022.1677581936015
1493.6889956547348,1726.120249929438,1723.558349231667,2022.1677581936015,2639.3746784985274
1726.120249929438,1723.558349231667,2022.1677581936015,2639.3746784985274,2068.2613075485224
1723.558349231667,2022.1677581936015,2639.3746784985274,2068.2613075485224,1847.1429441192308
2022.1677581936015,2639.3746784985274,2068.2613075485224,1847.1429441192308,2213.541195611814
2639.3746784985274,2068.2613075485224,1847.1429441192308,2213.541195611814,2029.6536209843632
2068.2613075485224,1847.1429441192308,2213.541195611814,2029.6536209843632,2325.006296712955
1847.1429441192308,2213.541195611814,2029.6536209843632,2325.006296712955,2338.948076632515
2213.541195611814,2029.6536209843632,2325.006296712955,2338.948076632515,2538.818131499469
2029.6536209843632,2325.006296712955,2338.948076632515,2538.818131499469,2401.2012875584305
2325.006296712955,2338.948076632515,2538.818131499469,2401.2012875584305,2262.4580375335577
2338.948076632515,2538.818131499469,2401.2012875584305,2262.4580375335577,2093.745125997499
2538.818131499469,2401.2012875584305,2262.4580375335577,2093.745125997499,1746.1631823352059
2401.2012875584305,2262.4580375335577,2093.745125997499,1746.1631823352059,1500.2094604944632
2262.4580375335577,2093.745125997499,1746.1631823352059,1500.2094604944632,1410.2529723633345
2093.745125997499,1746.1631823352059,1500.2094604944632,1410.2529723633345,1228.3871217861993
1746.1631823352059,1500.2094604944632,1410.2529723633345,1228.3871217861993,1059.1467472893455
1500.2094604944632,1410.2529723633345,1228.3871217861993,1059.1467472893455,1032.3798936551311
1410.2529723633345,1228.3871217861993,1059.1467472893455,1032.3798936551311,944.9780361788286
1228.3871217861993,1059.1467472893455,1032.3798936551311,944.9780361788286,1142.4630315344557
1059.1467472893455,1032.3798936551311,944.9780361788286,1142.4630315344557,1714.788063722894
1032.3798936551311,944.9780361788286,1142.4630315344557,1714.788063722894,2670.2013064737494
944.9780361788286,1142.4630315344557,1714.788063722894,2670.2013064737494,2790.933756594947
1142.4630315344557,1714.788063722894,2670.2013064737494,2790.933756594947,3033.5100048809963
1714.788063722894,2670.2013064737494,2790.933756594947,3033.5100048809963,3071.333531206809
2670.2013064737494,2790.933756594947,3033.5100048809963,3071.333531206809,3030.774903978064
2790.933756594947,3033.5100048809963,3071.333531206809,3030.774903978064,3319.266685893014
3033.5100048809963,3071.333531206809,3030.774903978064,3319.266685893014,3310.3420116834336
3071.333531206809,3030.774903978064,3319.266685893014,3310.3420116834336,3262.9905176780044
3030.774903978064,3319.266685893014,3310.3420116834336,3262.9905176780044,3304.4636543174365
3319.266685893014,3310.3420116834336,3262.9905176780044,3304.4636543174365,2857.8685728968967
3310.3420116834336,3262.9905176780044,3304.4636543174365,2857.8685728968967,2768.6382147450063
3262.9905176780044,3304.4636543174365,2857.8685728968967,2768.6382147450063,2632.743683066264
3304.4636543174365,2857.8685728968967,2768.6382147450063,2632.743683066264,2538.444502477959
2857.8685728968967,2768.6382147450063,2632.743683066264,2538.444502477959,2327.048018083862
2768.6382147450063,2632.743683066264,2538.444502477959,2327.048018083862,2545.0290336169865
2632.743683066264,2538.444502477959,2327.048018083862,2545.0290336169865,2196.2535761713903
2538.444502477959,2327.048018083862,2545.0290336169865,2196.2535761713903,1633.0380773392878
2327.048018083862,2545.0290336169865,2196.2535761713903,1633.0380773392878,1531.9959048301143
2545.0290336169865,2196.2535761713903,1633.0380773392878,1531.9959048301143,1271.1684744618522
2196.2535761713903,1633.0380773392878,1531.9959048301143,1271.1684744618522,1148.6694812798544
1633.0380773392878,1531.9959048301143,1271.1684744618522,1148.6694812798544,1075.0547573259175
1531.9959048301143,1271.1684744618522,1148.6694812798544,1075.0547573259175,1081.6500042082594
1271.1684744618522,1148.6694812798544,1075.0547573259175,1081.6500042082594,1276.7105913601192
1148.6694812798544,1075.0547573259175,1081.6500042082594,1276.7105913601192,1916.015189637563
1075.0547573259175,1081.6500042082594,1276.7105913601192,1916.015189637563,2980.939373367633
1081.6500042082594,1276.7105913601192,1916.015189637563,2980.939373367633,3200.0522448602565
1276.7105913601192,1916.015189637563,2980.939373367633,3200.0522448602565,3315.2224530943786
1916.015189637563,2980.939373367633,3200.0522448602565,3315.2224530943786,3836.117134164177
2980.939373367633,3200.0522448602565,3315.2224530943786,3836.117134164177,3424.7816722463576
3200.0522448602565,3315.2224530943786,3836.117134164177,3424.7816722463576,3353.4439696529453
3315.2224530943786,3836.117134164177,3424.7816722463576,3353.4439696529453,3889.984298389561
3836.117134164177,3424.7816722463576,3353.4439696529453,3889.984298389561,3911.5220025326526
3424.7816722463576,3353.4439696529453,3889.984298389561,3911.5220025326526,3639.418915257729
3353.4439696529453,3889.984298389561,3911.5220025326526,3639.418915257729,3316.249713033978
3889.984298389561,3911.5220025326526,3639.418915257729,3316.249713033978,3254.324040544013
3911.5220025326526,3639.418915257729,3316.249713033978,3254.324040544013,3161.0006575841085
3639.418915257729,3316.249713033978,3254.324040544013,3161.0006575841085,2720.3418098384727
3316.249713033978,3254.324040544013,3161.0006575841085,2720.3418098384727,2633.3531494456142
3254.324040544013,3161.0006575841085,2720.3418098384727,2633.3531494456142,2662.632881148776
3161.0006575841085,2720.3418098384727,2633.3531494456142,2662.632881148776,2399.6274020087035
2720.3418098384727,2633.3531494456142,2662.632881148776,2399.6274020087035,2096.1239108498676
2633.3531494456142,2662.632881148776,2399.6274020087035,2096.1239108498676,1684.3235110814153
2662.632881148776,2399.6274020087035,2096.1239108498676,1684.3235110814153,1450.3671328899109
2399.6274020087035,2096.1239108498676,1684.3235110814153,1450.3671328899109,1293.5593918380953
2096.1239108498676,1684.3235110814153,1450.3671328899109,1293.5593918380953,1177.5862384075795
1684.3235110814153,1450.3671328899109,1293.5593918380953,1177.5862384075795,1170.9307901110956
1450.3671328899109,1293.5593918380953,1177.5862384075795,1170.9307901110956,1489.3140287299634
1293.5593918380953,1177.5862384075795,1170.9307901110956,1489.3140287299634,2213.0808981629475
1177.5862384075795,1170.9307901110956,1489.3140287299634,2213.0808981629475,2721.4424416047423
1170.9307901110956,1489.3140287299634,2213.0808981629475,2721.4424416047423,3513.762360977517
1489.3140287299634,2213.0808981629475,2721.4424416047423,3513.762360977517,4539.5096807397695
2213.0808981629475,2721.4424416047423,3513.762360977517,4539.5096807397695,4332.087823282026
2721.4424416047423,3513.762360977517,4539.5096807397695,4332.087823282026,4329.509029187394
3513.762360977517,4539.5096807397695,4332.087823282026,4329.509029187394,4168.709075317908
4539.5096807397695,4332.087823282026,4329.509029187394,4168.709075317908,4074.7185530660868
4332.087823282026,4329.509029187394,4168.709075317908,4074.7185530660868,4077.7698713587088
4329.509029187394,4168.709075317908,4074.7185530660868,4077.7698713587088,4195.019755924736
4168.709075317908,4074.7185530660868,4077.7698713587088,4195.019755924736,3313.035037172682
4074.7185530660868,4077.7698713587088,4195.019755924736,3313.035037172682,3155.07977968252
4077.7698713587088,4195.019755924736,3313.035037172682,3155.07977968252,3136.7294331185753
4195.019755924736,3313.035037172682,3155.07977968252,3136.7294331185753,2895.506401214017
3313.035037172682,3155.07977968252,3136.7294331185753,2895.506401214017,2513.2738418904905
3155.07977968252,3136.7294331185753,2895.506401214017,2513.2738418904905,2678.96919825457
3136.7294331185753,2895.506401214017,2513.2738418904905,2678.96919825457,2286.348102319851
2895.506401214017,2513.2738418904905,2678.96919825457,2286.348102319851,1853.4672249161706
2513.2738418904905,2678.96919825457,2286.348102319851,1853.4672249161706,1558.1524669826422
2678.96919825457,2286.348102319851,1853.4672249161706,1558.1524669826422,1381.7065421813813
2286.348102319851,1853.4672249161706,1558.1524669826422,1381.7065421813813,1288.9033206311817
1853.4672249161706,1558.1524669826422,1381.7065421813813,1288.9033206311817,1248.7689269748266
1558.1524669826422,1381.7065421813813,1288.9033206311817,1248.7689269748266,1418.8589667423555
1381.7065421813813,1288.9033206311817,1248.7689269748266,1418.8589667423555,1510.734038527626
1288.9033206311817,1248.7689269748266,1418.8589667423555,1510.734038527626,2011.9030139480492
1248.7689269748266,1418.8589667423555,1510.734038527626,2011.9030139480492,3066.1496984668834
1418.8589667423555,1510.734038527626,2011.9030139480492,3066.1496984668834,3684.328005916855
1510.734038527626,2011.9030139480492,3066.1496984668834,3684.328005916855,4078.68062308474
2011.9030139480492,3066.1496984668834,3684.328005916855,4078.68062308474,3976.8274962221917
3066.1496984668834,3684.328005916855,4078.68062308474,3976.8274962221917,3975.591329693536
3684.328005916855,4078.68062308474,3976.8274962221917,3975.591329693536,4186.675684793094
4078.68062308474,3976.8274962221917,3975.591329693536,4186.675684793094,4009.759695168115
3976.8274962221917,3975.591329693536,4186.675684793094,4009.759695168115,4158.465768477523
3975.591329693536,4186.675684793094,4009.759695168115,4158.465768477523,3855.312136580521
